customer_id,first_name,last_name,email,region,signup_date
C1042,sarah,Brown,user42@example.com,NORTH,2024-11-22
C1043,DAVID,WILLIAMS,,NORTH,2023/04/19
C1044,DAVID,Jones,,west,2023-02-25
C1045,mary,WILLIAMS,user45@example.com,north,2024/03/12
C1046,mary,Smith,user46@example.com,east,2023/07/03
C1047,James,Smith,user47@example.com,EAST,09-23-2024
C1048,DAVID,johnson,user48@example.com,NORTH,11-16-2023
C1049,John,Jones,user49@example.com,east,2023-07-22
C1050,John,Jones,user50@example.com,West,21/04/2024
C1051,sarah,Smith,user51@example.com,NORTH,2023/04/06
C1052,John,WILLIAMS,user52@example.com,west,2023/04/10
C1053,DAVID,Jones,user53@example.com,EAST,2023/11/14
C1054,James,Smith,user54@example.com,NORTH,26/04/2024
C1055,DAVID,johnson,user55@example.com,south,18/08/2023
C1056,Michael,Brown,user56@example.com,North,09-23-2024
C1057,DAVID,Jones,user57@example.com,east,2024/01/08
C1058,James,Brown,user58@example.com,North,07-07-2023
C1059,John,WILLIAMS,user59@example.com,EAST,2023/11/29
C1060,anna,johnson,user60@example.com,South,2024-05-14
C1061,sarah,Jones,user61@example.com,north,2023/03/08
C1062,Michael,Brown,,NORTH,04-26-2023
C1063,John,Brown,user63@example.com,north,2024/05/05
C1064,sarah,Smith,user64@example.com,EAST,06-24-2023
C1065,John,Brown,user65@example.com,north,23/12/2023
C1066,Michael,WILLIAMS,user66@example.com,EAST,2024-06-04
C1067,DAVID,Brown,user67@example.com,south,2024-02-20
C1068,James,WILLIAMS,user68@example.com,north,2023-11-30
C1069,anna,WILLIAMS,user69@example.com,north,2023/11/06
C1070,Michael,Smith,user70@example.com,North,2024/02/15
C1071,James,johnson,user71@example.com,east,02/09/2023
C1072,DAVID,WILLIAMS,user72@example.com,east,15/07/2024
C1073,Michael,Brown,user73@example.com,east,2024/05/08
C1074,mary,Brown,user74@example.com,east,03-09-2023
C1075,anna,WILLIAMS,user75@example.com,West,2023/08/02
C1076,John,Brown,user76@example.com,South,03-21-2024
C1077,John,Jones,user77@example.com,north,11/07/2024
C1078,anna,Smith,user78@example.com,North,2023-06-27
C1079,mary,Brown,user79@example.com,EAST,2024/12/29
C1080,James,Smith,user80@example.com,north,2023/04/28
C1081,DAVID,WILLIAMS,user81@example.com,NORTH,2023-11-30
C1082,John,WILLIAMS,user82@example.com,NORTH,31/03/2024
C1083,James,WILLIAMS,user83@example.com,west,2023/11/12
C1084,mary,Smith,user84@example.com,north,2023-03-13
C1085,James,Brown,user85@example.com,West,2024/12/02
C1086,John,Jones,user86@example.com,east,2023/12/02
C1087,sarah,Smith,user87@example.com,NORTH,2024-10-22
C1088,DAVID,Jones,user88@example.com,east,03/04/2023
C1089,sarah,Brown,user89@example.com,north,2023-05-23
C1090,anna,Brown,user90@example.com,South,31/05/2023
C1091,James,Smith,user91@example.com,west,04-08-2024
C1092,DAVID,johnson,user92@example.com,west,2024/02/04
C1093,mary,Jones,user93@example.com,south,20/07/2023
C1094,DAVID,WILLIAMS,user94@example.com,north,11-28-2024
C1095,DAVID,Jones,user95@example.com,,11-03-2023
C1096,mary,Brown,user96@example.com,West,03-21-2024
C1097,anna,Brown,user97@example.com,EAST,2023-04-02
C1098,DAVID,Smith,user98@example.com,,2024/09/18
C1099,anna,johnson,user99@example.com,West,05-11-2023
C1100,anna,WILLIAMS,user100@example.com,North,03-05-2023
C1101,anna,Jones,user101@example.com,south,2024-07-16
C1102,John,johnson,user102@example.com,West,01-01-2023
C1103,Michael,WILLIAMS,user103@example.com,south,04-23-2023
C1104,anna,Brown,user104@example.com,West,01/02/2023
C1105,mary,Brown,user105@example.com,south,2024/03/18
C1106,Michael,Smith,user106@example.com,west,10-02-2024
C1107,anna,Smith,user107@example.com,EAST,2024/12/29
C1108,mary,Jones,user108@example.com,EAST,2024/02/20
C1109,mary,johnson,user109@example.com,North,21/03/2024
C1110,sarah,johnson,user110@example.com,West,09/11/2024
C1111,sarah,WILLIAMS,user111@example.com,south,01/05/2024
C1112,DAVID,Jones,user112@example.com,NORTH,2023/07/12
C1113,anna,Smith,user113@example.com,north,2024/01/04
C1114,anna,Jones,user114@example.com,EAST,06-07-2023
C1115,Michael,Brown,user115@example.com,east,17/11/2024
C1116,mary,Smith,user116@example.com,South,2023-05-18
C1117,anna,johnson,user117@example.com,east,2023-03-15
C1118,DAVID,Smith,user118@example.com,east,2023/05/28
C1119,James,Brown,user119@example.com,West,2024/11/04
C1120,James,Smith,user120@example.com,South,2023-05-20
C1121,James,johnson,user121@example.com,north,2023/05/21
C1122,John,Brown,user122@example.com,North,2024/04/11
C1123,mary,WILLIAMS,user123@example.com,west,30/09/2024
C1124,James,Jones,user124@example.com,NORTH,2024/04/10
C1125,John,WILLIAMS,user125@example.com,West,2024/07/19
C1126,James,Brown,user126@example.com,NORTH,01-29-2024
C1127,DAVID,Brown,user127@example.com,South,20/08/2023
C1128,sarah,Brown,user128@example.com,east,2024-03-10
C1129,DAVID,johnson,user129@example.com,east,2024/08/14
C1130,John,Brown,user130@example.com,NORTH,08-31-2023
C1131,mary,Jones,user131@example.com,south,02-25-2024
C1132,Michael,johnson,user132@example.com,north,2023-02-04
C1133,anna,Brown,,west,2024/08/04
C1134,DAVID,johnson,user134@example.com,EAST,12-22-2024
C1135,mary,Jones,user135@example.com,west,2023/04/26
C1136,anna,Jones,user136@example.com,North,2024-12-08
C1137,sarah,johnson,user137@example.com,west,05-26-2023
C1138,sarah,Smith,user138@example.com,north,2024-04-21
C1139,anna,WILLIAMS,user139@example.com,NORTH,2024-06-19
C1140,sarah,Brown,user140@example.com,north,2023/09/09
C1141,mary,WILLIAMS,user141@example.com,north,2024-10-07
C1142,DAVID,Jones,user142@example.com,west,12-01-2024
C1143,mary,WILLIAMS,user143@example.com,east,2024-09-19
C1144,mary,Smith,user144@example.com,West,2023-12-18
C1145,anna,WILLIAMS,user145@example.com,West,2024/04/25
C1146,Michael,WILLIAMS,user146@example.com,,2024/06/08
C1147,Michael,Jones,user147@example.com,NORTH,08-10-2024
C1148,DAVID,Jones,user148@example.com,east,03-07-2024
C1149,anna,Brown,user149@example.com,,10-29-2023
C1150,Michael,johnson,user150@example.com,EAST,2023-06-21
C1151,sarah,Brown,user151@example.com,North,12-12-2024
C1152,Michael,Jones,user152@example.com,south,07-31-2024
C1153,sarah,Brown,user153@example.com,North,2023/03/04
C1154,DAVID,WILLIAMS,user154@example.com,south,15/08/2024
C1155,mary,WILLIAMS,user155@example.com,West,2024-08-09
C1156,mary,Jones,user156@example.com,north,11-03-2024
C1157,Michael,Jones,user157@example.com,South,2024-10-01
C1158,sarah,Brown,user158@example.com,West,2023/10/21
C1159,John,Brown,user159@example.com,EAST,26/03/2023
C1160,James,WILLIAMS,user160@example.com,east,2024-06-01
C1161,John,johnson,user161@example.com,north,10-12-2023
C1162,James,johnson,user162@example.com,South,05-16-2023
C1163,John,Jones,user163@example.com,east,10-09-2023
C1164,mary,Brown,user164@example.com,west,2023-01-15
C1165,anna,johnson,user165@example.com,North,10/09/2024
C1166,mary,Brown,user166@example.com,NORTH,28/08/2024
C1167,James,Smith,user167@example.com,west,2024/11/05
C1168,anna,WILLIAMS,user168@example.com,west,14/01/2024
C1169,sarah,Brown,user169@example.com,North,25/09/2023
C1170,Michael,Brown,user170@example.com,South,11/05/2024
C1171,John,Brown,user171@example.com,South,2024-06-24
C1172,sarah,johnson,,,2023-12-18
C1173,sarah,Brown,user173@example.com,EAST,29/05/2023
C1174,Michael,Smith,user174@example.com,south,2024/05/22
C1175,sarah,johnson,user175@example.com,West,28/01/2024
C1176,Michael,Jones,user176@example.com,north,2024/11/07
C1177,DAVID,Jones,,South,14/10/2024
C1178,Michael,WILLIAMS,user178@example.com,West,08-04-2023
C1179,James,Smith,user179@example.com,West,02-25-2023
C1180,John,Brown,user180@example.com,EAST,2023-04-29
C1181,anna,Smith,user181@example.com,south,2023/06/21
C1182,anna,Jones,user182@example.com,north,2024/02/13
C1183,John,Brown,user183@example.com,east,2023/11/05
C1184,anna,Smith,,,29/06/2024
C1185,Michael,johnson,user185@example.com,South,2024/01/24
C1186,James,Brown,user186@example.com,South,04-30-2024
C1187,DAVID,johnson,user187@example.com,south,2023/05/29
C1188,James,Smith,user188@example.com,west,01-13-2023
C1189,anna,Brown,user189@example.com,,2024/04/04
C1190,DAVID,WILLIAMS,user190@example.com,North,11-25-2024
C1191,John,WILLIAMS,user191@example.com,NORTH,2024-06-26
C1192,DAVID,Jones,user192@example.com,North,04-10-2023
C1193,sarah,Brown,user193@example.com,south,03-18-2024
C1194,mary,Smith,user194@example.com,south,12-10-2023
C1195,sarah,WILLIAMS,user195@example.com,east,2023-10-01
C1196,John,Jones,user196@example.com,West,2023/09/19
C1197,anna,Brown,user197@example.com,West,17/04/2024
C1198,anna,WILLIAMS,user198@example.com,west,19/11/2024
C1199,DAVID,Brown,user199@example.com,east,06-16-2024
C1200,Michael,Jones,user200@example.com,North,24/11/2024
C1201,James,Smith,,EAST,2023-11-17
C1202,mary,Jones,user202@example.com,south,2024-11-19
C1203,Michael,Smith,user203@example.com,north,2023-03-11
C1204,John,johnson,user204@example.com,EAST,2024-02-26
C1205,James,WILLIAMS,user205@example.com,EAST,2024-06-21
C1206,anna,johnson,user206@example.com,south,2024/12/02
C1207,DAVID,Smith,user207@example.com,south,26/12/2023
C1208,James,Brown,user208@example.com,west,10-18-2023
C1209,anna,Smith,user209@example.com,North,2023-07-17
C1210,Michael,Smith,user210@example.com,east,2023-01-25
C1211,Michael,Brown,user211@example.com,NORTH,28/02/2023
C1212,mary,johnson,user212@example.com,West,2024-09-05
C1213,mary,WILLIAMS,user213@example.com,south,2024-12-26
C1214,DAVID,Smith,user214@example.com,east,30/03/2023
C1215,James,Smith,user215@example.com,North,20/01/2024
C1216,mary,WILLIAMS,,South,24/04/2023
C1217,Michael,Smith,user217@example.com,South,09-17-2023
C1218,James,WILLIAMS,user218@example.com,West,2024-04-23
C1219,Michael,WILLIAMS,user219@example.com,EAST,2024/10/16
C1220,John,WILLIAMS,user220@example.com,NORTH,2023/10/11
C1221,Michael,Brown,user221@example.com,west,12-09-2024
C1222,DAVID,johnson,user222@example.com,north,21/09/2023
C1223,sarah,johnson,user223@example.com,south,03-17-2023
C1224,John,Jones,user224@example.com,west,2023/03/05
C1225,John,Brown,user225@example.com,NORTH,02-02-2024
C1226,DAVID,Jones,user226@example.com,EAST,03-03-2023
C1227,James,johnson,user227@example.com,South,29/09/2023
C1228,James,johnson,user228@example.com,south,2024-03-27
C1229,DAVID,johnson,user229@example.com,EAST,18/05/2024
C1230,mary,Smith,user230@example.com,south,2024/09/16
C1231,John,Jones,user231@example.com,north,2023/07/02
C1232,mary,Brown,user232@example.com,north,22/04/2023
C1233,Michael,Jones,user233@example.com,South,2024/07/07
C1234,John,johnson,user234@example.com,east,2023-08-12
C1235,John,Brown,user235@example.com,east,03-28-2024
C1236,anna,Jones,user236@example.com,NORTH,2023-04-16
C1237,sarah,johnson,user237@example.com,South,2023-03-16
C1238,James,johnson,user238@example.com,West,08-08-2024
C1239,John,Brown,user239@example.com,NORTH,2024-04-01
C1240,James,WILLIAMS,user240@example.com,West,24/05/2024
C1241,Michael,Brown,user241@example.com,NORTH,2024-10-30
C1242,James,WILLIAMS,user242@example.com,North,2023/02/08
C1243,mary,Smith,user243@example.com,,30/09/2023
C1244,mary,Brown,user244@example.com,NORTH,12-17-2024
C1245,anna,WILLIAMS,user245@example.com,NORTH,2024-02-05
C1246,sarah,Jones,user246@example.com,north,2024/06/11
C1247,Michael,johnson,user247@example.com,east,2024/05/04
C1248,mary,Smith,user248@example.com,east,2024-02-18
C1249,DAVID,Brown,user249@example.com,West,07/07/2024
C1250,Michael,WILLIAMS,user250@example.com,North,2023/01/04
C1251,James,Jones,user251@example.com,EAST,2024/12/06
C1252,Michael,WILLIAMS,user252@example.com,EAST,05-05-2023
C1253,sarah,Brown,user253@example.com,west,12-08-2023
C1254,mary,WILLIAMS,user254@example.com,North,2024-02-15
C1255,Michael,Brown,user255@example.com,South,2024-10-09
C1256,James,WILLIAMS,user256@example.com,EAST,01-10-2024
C1257,anna,johnson,user257@example.com,north,2023/03/24
C1258,anna,Brown,user258@example.com,south,24/10/2023
C1259,mary,Brown,user259@example.com,North,2023-06-30
C1260,anna,Smith,user260@example.com,south,29/01/2024
C1261,DAVID,johnson,user261@example.com,west,2023/11/03
C1262,sarah,Brown,user262@example.com,EAST,04-20-2023
C1263,anna,Jones,user263@example.com,NORTH,2024-05-13
C1264,anna,WILLIAMS,user264@example.com,West,2024/10/09
C1265,DAVID,Jones,user265@example.com,South,14/07/2023
C1266,sarah,WILLIAMS,user266@example.com,east,06/02/2023
C1267,Michael,WILLIAMS,user267@example.com,,26/01/2023
C1268,sarah,Smith,user268@example.com,NORTH,2024/05/15
C1269,John,Brown,user269@example.com,North,03-06-2023
C1270,mary,WILLIAMS,user270@example.com,NORTH,2024/05/26
C1271,mary,Smith,user271@example.com,North,2023-01-17
C1272,John,Jones,user272@example.com,south,2023-12-14
C1273,DAVID,Smith,user273@example.com,North,2023-12-12
C1274,John,Jones,user274@example.com,North,2024-02-20
C1275,Michael,Brown,user275@example.com,North,2023/08/05
C1276,Michael,WILLIAMS,,,25/11/2024
C1277,mary,johnson,user277@example.com,West,16/08/2024
C1278,Michael,Jones,,west,2023-03-15
C1279,mary,WILLIAMS,user279@example.com,NORTH,2023/05/25
C1280,John,johnson,user280@example.com,North,2024-10-31
C1281,John,johnson,user281@example.com,north,2024-04-27
C1282,anna,Jones,user282@example.com,south,06/09/2023
C1283,anna,WILLIAMS,user283@example.com,NORTH,15/01/2023
C1284,John,johnson,user284@example.com,north,2024-10-09
C1285,mary,Smith,user285@example.com,north,2023-11-11
C1286,John,Smith,user286@example.com,north,12/04/2024
C1287,John,WILLIAMS,user287@example.com,South,2024-08-28
C1288,James,Brown,user288@example.com,west,2023-04-19
C1289,DAVID,Smith,user289@example.com,EAST,24/05/2024
C1290,John,Jones,user290@example.com,south,06/03/2023
C1291,Michael,WILLIAMS,user291@example.com,west,03-12-2024
C1292,mary,johnson,user292@example.com,South,2024/11/25
C1293,DAVID,Smith,user293@example.com,West,2023-11-29
C1294,anna,WILLIAMS,user294@example.com,North,01/12/2024
C1295,sarah,WILLIAMS,user295@example.com,,26/11/2023
C1296,mary,Brown,user296@example.com,north,16/02/2023
C1297,Michael,johnson,user297@example.com,West,2023-12-10
C1298,mary,johnson,user298@example.com,north,05-04-2023
C1299,anna,johnson,user299@example.com,north,2023/05/25
C1300,Michael,Jones,user300@example.com,north,06-22-2023
C1301,Michael,WILLIAMS,user301@example.com,South,20/07/2024
C1302,sarah,Jones,user302@example.com,south,25/03/2024
C1303,mary,Jones,user303@example.com,North,2024-08-18
C1304,James,WILLIAMS,user304@example.com,NORTH,2023-05-17
C1305,sarah,johnson,user305@example.com,south,2024/10/09
C1306,James,WILLIAMS,user306@example.com,EAST,2023-06-11
C1307,sarah,Brown,user307@example.com,north,2024-05-13
C1308,mary,WILLIAMS,user308@example.com,North,2023-01-07
C1309,John,WILLIAMS,user309@example.com,,2023-07-03
C1310,John,Smith,user310@example.com,NORTH,12-24-2024
C1311,anna,Brown,user311@example.com,West,2024/03/02
C1312,sarah,Smith,user312@example.com,south,09/12/2024
C1313,DAVID,johnson,user313@example.com,north,31/07/2023
C1314,sarah,johnson,user314@example.com,EAST,10-17-2024
C1315,sarah,Brown,user315@example.com,east,2024/06/19
C1316,sarah,Jones,user316@example.com,West,26/02/2024
C1317,James,WILLIAMS,user317@example.com,east,2023-06-28
C1318,anna,Smith,user318@example.com,West,02/09/2024
C1319,John,Brown,user319@example.com,NORTH,2024-05-26
C1320,anna,Smith,user320@example.com,North,10-04-2024
C1321,anna,WILLIAMS,user321@example.com,NORTH,2023/12/23
C1322,anna,Jones,,West,05/01/2023
C1323,John,Smith,user323@example.com,West,2023-07-16
C1324,John,Brown,user324@example.com,east,2024-06-26
C1325,sarah,WILLIAMS,user325@example.com,North,09-25-2024
C1326,anna,WILLIAMS,user326@example.com,NORTH,06/07/2024
C1327,DAVID,Jones,user327@example.com,West,20/04/2024
C1328,James,Brown,user328@example.com,east,2023-10-11
C1329,James,WILLIAMS,user329@example.com,north,2023-07-18
C1330,John,Smith,user330@example.com,EAST,2023/06/02
C1331,mary,johnson,user331@example.com,,24/05/2024
C1332,mary,Brown,user332@example.com,west,2023-06-13
C1333,mary,Smith,user333@example.com,South,02-25-2023
C1334,Michael,Jones,,EAST,19/10/2023
C1335,sarah,Jones,user335@example.com,north,03-21-2024
C1336,mary,WILLIAMS,user336@example.com,South,2023/12/09
C1337,sarah,Jones,user337@example.com,east,2023-02-14
C1338,mary,johnson,user338@example.com,west,23/02/2023
C1339,DAVID,Smith,user339@example.com,North,2023-06-11
C1340,sarah,Brown,user340@example.com,,2024-05-11
C1341,mary,WILLIAMS,user341@example.com,west,14/03/2023
C1342,James,Brown,user342@example.com,West,03-31-2024
C1343,John,Smith,user343@example.com,north,05/03/2024
C1344,sarah,johnson,user344@example.com,EAST,11-24-2024
C1345,James,Smith,user345@example.com,south,2023-08-24
C1346,James,Smith,user346@example.com,South,30/11/2023
C1347,James,WILLIAMS,user347@example.com,east,11/04/2023
C1348,Michael,Brown,user348@example.com,South,27/02/2024
C1349,John,Smith,user349@example.com,West,20/01/2024
C1350,John,Smith,user350@example.com,West,2023/03/17
C1351,anna,johnson,user351@example.com,West,2024/08/22
C1352,Michael,Jones,user352@example.com,north,2023/02/25
C1353,James,johnson,user353@example.com,North,29/05/2023
C1354,John,Brown,user354@example.com,east,2024/09/16
C1355,John,Brown,user355@example.com,,2023/07/02
C1356,James,WILLIAMS,user356@example.com,north,18/01/2024
C1357,James,Jones,user357@example.com,south,13/04/2024
C1358,mary,Brown,user358@example.com,west,10-09-2024
C1359,mary,Jones,,West,04/10/2023
C1360,sarah,johnson,user360@example.com,EAST,10/12/2023
C1361,sarah,Brown,user361@example.com,South,2023-02-02
C1362,sarah,Smith,user362@example.com,EAST,15/10/2023
C1363,mary,Brown,user363@example.com,West,2023/04/24
C1364,James,Jones,user364@example.com,EAST,2024/04/14
C1365,sarah,Brown,user365@example.com,north,06-25-2023
C1366,John,WILLIAMS,user366@example.com,South,08-14-2023
C1367,mary,Smith,user367@example.com,,10/09/2024
C1368,sarah,WILLIAMS,user368@example.com,south,15/10/2024
C1369,John,johnson,user369@example.com,EAST,14/08/2024
C1370,sarah,Brown,user370@example.com,North,2023/03/30
C1371,DAVID,Brown,user371@example.com,West,2024/06/18
C1372,James,johnson,user372@example.com,east,2023/08/10
C1373,James,WILLIAMS,user373@example.com,South,04-18-2024
C1374,sarah,Smith,user374@example.com,east,2023/01/15
C1375,DAVID,WILLIAMS,user375@example.com,South,10/09/2023
C1376,sarah,Jones,user376@example.com,north,2023/12/02
C1377,anna,WILLIAMS,user377@example.com,North,16/08/2024
C1378,anna,Smith,user378@example.com,north,28/08/2024
C1379,James,Brown,user379@example.com,West,2024-08-10
C1380,Michael,WILLIAMS,user380@example.com,west,2024-03-03
C1381,anna,johnson,user381@example.com,West,2023/02/11
C1382,anna,Smith,user382@example.com,,2024-05-31
C1383,sarah,Brown,user383@example.com,west,2024/03/11
C1384,mary,Smith,user384@example.com,West,2024-05-05
C1385,mary,johnson,user385@example.com,NORTH,2024/04/08
C1386,DAVID,Jones,user386@example.com,NORTH,2023-09-04
C1387,mary,Smith,user387@example.com,NORTH,2024-07-25
C1388,John,Smith,user388@example.com,EAST,2024/12/10
C1389,Michael,WILLIAMS,,east,12/08/2023
C1390,anna,johnson,user390@example.com,South,01-03-2024
C1391,Michael,johnson,user391@example.com,EAST,2023-09-02
C1392,John,Jones,user392@example.com,West,2023/01/17
C1393,anna,johnson,user393@example.com,NORTH,11-16-2024
C1394,DAVID,Smith,user394@example.com,west,2023/06/15
C1395,John,Jones,user395@example.com,west,2024-08-07
C1396,John,johnson,user396@example.com,west,2024/04/10
C1397,Michael,Jones,user397@example.com,South,2023/05/22
C1398,sarah,johnson,user398@example.com,south,07-09-2023
C1399,Michael,johnson,user399@example.com,NORTH,2024/10/03
C1400,James,WILLIAMS,user400@example.com,NORTH,2024-12-21
C1401,Michael,johnson,user401@example.com,EAST,2024-10-04
C1402,mary,Jones,user402@example.com,EAST,01-30-2024
C1403,John,Smith,user403@example.com,east,2024-06-27
C1404,Michael,WILLIAMS,user404@example.com,west,2023/10/31
C1405,John,johnson,user405@example.com,east,04/10/2023
C1406,James,johnson,user406@example.com,west,2024-12-02
C1407,mary,Jones,user407@example.com,east,09-27-2024
C1408,John,WILLIAMS,user408@example.com,North,02-26-2023
C1409,Michael,johnson,user409@example.com,NORTH,2023-02-22
C1410,John,Smith,user410@example.com,south,01-28-2024
C1411,anna,Smith,user411@example.com,North,2024-04-21
C1412,James,johnson,user412@example.com,south,01-10-2024
C1413,mary,Smith,user413@example.com,west,2023-06-29
C1414,sarah,WILLIAMS,user414@example.com,,28/07/2024
C1415,John,johnson,user415@example.com,north,05-22-2023
C1416,Michael,Jones,user416@example.com,west,2023-09-02
C1417,mary,WILLIAMS,user417@example.com,west,2024/10/26
C1418,Michael,Smith,user418@example.com,west,17/08/2024
C1419,Michael,johnson,user419@example.com,south,08-19-2023
C1420,John,WILLIAMS,user420@example.com,North,12-28-2023
C1421,Michael,Smith,user421@example.com,east,2024/05/30
C1422,John,johnson,user422@example.com,EAST,2023-10-11
C1423,sarah,Brown,,North,03-06-2023
C1424,anna,Jones,user424@example.com,,2023/12/20
C1425,Michael,Smith,user425@example.com,West,2024-05-12
C1426,Michael,Smith,,EAST,04-26-2024
C1427,Michael,Brown,user427@example.com,west,04-07-2024
C1428,DAVID,Brown,user428@example.com,South,2024-11-20
C1429,DAVID,WILLIAMS,user429@example.com,South,2023/07/12
C1430,mary,Jones,user430@example.com,NORTH,2023-03-31
C1431,anna,Jones,user431@example.com,north,05/02/2024
C1432,anna,Smith,user432@example.com,NORTH,2023-10-23
C1433,DAVID,Brown,user433@example.com,north,22/04/2023
C1434,mary,Jones,user434@example.com,east,2023-10-10
C1435,DAVID,johnson,user435@example.com,south,14/12/2024
C1436,sarah,Jones,user436@example.com,south,23/05/2024
C1437,mary,Smith,user437@example.com,,2023-07-29
C1438,anna,Jones,user438@example.com,NORTH,2023/10/28
C1439,anna,WILLIAMS,user439@example.com,,29/11/2024
C1440,DAVID,Brown,user440@example.com,North,04-30-2024
C1441,sarah,Smith,user441@example.com,south,2024/03/06
C1442,DAVID,Smith,user442@example.com,west,2024-10-22
C1443,James,Brown,user443@example.com,EAST,26/10/2023
C1444,John,Brown,user444@example.com,NORTH,2023-03-06
C1445,John,Brown,user445@example.com,west,08-26-2023
C1446,sarah,Smith,user446@example.com,west,02-26-2024
C1447,Michael,Brown,user447@example.com,north,11-02-2024
C1448,Michael,Brown,user448@example.com,South,2024/05/12
C1449,John,Smith,user449@example.com,EAST,04-13-2024
C1450,John,Smith,user450@example.com,South,03/08/2024
C1451,Michael,WILLIAMS,user451@example.com,west,10/11/2023
C1452,mary,Jones,user452@example.com,west,24/09/2023
C1453,Michael,johnson,user453@example.com,North,05-10-2024
C1454,DAVID,Smith,user454@example.com,EAST,2023-10-23
C1455,mary,johnson,,South,06-01-2023
C1456,DAVID,WILLIAMS,,EAST,2023/10/19
C1457,John,Jones,user457@example.com,north,20/06/2023
C1458,mary,Jones,user458@example.com,west,12-29-2024
C1459,DAVID,Jones,user459@example.com,North,06/07/2023
C1460,DAVID,WILLIAMS,user460@example.com,EAST,26/12/2024
C1461,mary,Brown,user461@example.com,west,15/06/2023
C1462,sarah,Jones,user462@example.com,North,2023-04-30
C1463,James,Jones,user463@example.com,South,21/11/2023
C1464,Michael,WILLIAMS,user464@example.com,north,03-27-2024
C1465,anna,Brown,user465@example.com,NORTH,14/01/2024
C1466,DAVID,Jones,user466@example.com,west,2023-07-30
C1467,Michael,Jones,user467@example.com,north,11-12-2024
C1468,James,Brown,,South,19/12/2023
C1469,anna,Smith,user469@example.com,east,2024/01/17
C1470,Michael,Smith,user470@example.com,South,06/07/2024
C1471,John,Jones,,east,06-30-2024
C1472,anna,johnson,user472@example.com,north,2023-05-05
C1473,James,Brown,user473@example.com,NORTH,2024/02/19
C1474,Michael,Brown,user474@example.com,,2023/05/29
C1475,DAVID,johnson,user475@example.com,North,24/11/2023
C1476,anna,Brown,user476@example.com,North,01-05-2023
C1477,John,WILLIAMS,user477@example.com,south,10-24-2024
C1478,mary,Brown,user478@example.com,South,04-30-2024
C1479,DAVID,Brown,user479@example.com,east,10/08/2024
C1480,John,Brown,user480@example.com,east,2024/08/01
C1481,John,Smith,user481@example.com,North,2023-12-13
C1482,anna,WILLIAMS,user482@example.com,north,2024-05-05
C1483,Michael,Brown,user483@example.com,north,2023-05-23
C1484,mary,WILLIAMS,user484@example.com,North,2023-11-12
C1485,DAVID,WILLIAMS,user485@example.com,north,16/02/2024
C1486,DAVID,WILLIAMS,user486@example.com,west,04-01-2024
C1487,Michael,johnson,user487@example.com,south,04-05-2023
C1488,mary,Brown,user488@example.com,south,26/02/2023
C1489,anna,Smith,user489@example.com,West,20/08/2024
C1490,DAVID,Smith,user490@example.com,North,12/10/2023
C1491,mary,Smith,user491@example.com,west,2023-01-24
C1492,anna,Smith,user492@example.com,east,2024/07/05
